cat;ID_PARCEL;cat_new
10748;382777;10748
10749;382782;10749
10750;382782;10750
10751;382876;10751
10752;415746;10752
10753;415747;10753
10754;384735;10754
10755;384738;10755
10756;384738;10756
10757;383392;10757
10758;383392;10758
10759;383392;10759
10760;371336;10760
10761;371336;10761
10762;371336;10762
10763;371337;10763
10764;371342;10764
10765;371342;10765
10766;371424;10766
10767;371424;10767
10768;371416;10768
10769;371416;10769
10770;371415;10770
10771;9470822;10771
10772;9470822;10772
10773;371341;10773
10774;9470823;10774
10775;9470824;10775
10776;9470824;10776
10777;384469;10777
10778;384469;10778
10779;384469;10779
10780;384470;10780
10781;384470;10781
10782;384468;10782
10783;384468;10783
10784;384545;10784
10785;384545;10785
10786;384543;10786
10787;371334;10787
10788;371334;10788
10789;371335;10789
10790;371335;10790
10791;371333;10791
10792;371259;10792
10793;371259;10793
10794;371259;10794
10795;371260;10795
10796;371260;10796
10797;371338;10797
10798;371338;10798
10799;371338;10799
10800;371338;10800
10801;371339;10801
10802;371339;10802
10803;371267;10803
10804;371267;10804
10805;371267;10805
10806;371267;10806
10807;371268;10807
10808;371268;10808
10809;371268;10809
10810;371350;10810
10811;371346;10811
10812;9470828;10812
10813;9470829;10813
10814;9470829;10814
10815;371348;10815
10816;371347;10816
10817;371347;10817
10818;9470830;10818
10819;9470830;10819
10820;371421;10820
10821;371421;10821
10822;371421;10822
10823;423678;10823
10824;423678;10824
10825;412330;10825
10826;411715;10826
10827;412342;10827
10828;412341;10828
10829;412333;10829
10830;411896;10830
10831;9470840;10831
10832;9470841;10832
10833;419383;10833
10834;419376;10834
10835;419301;10835
10836;419380;10836
10837;419380;10837
10838;370192;10838
10839;370192;10839
10840;370193;10840
10841;370193;10841
10842;366310;10842
10843;366665;10843
10844;366665;10844
10845;366666;10845
10846;366664;10846
10847;366667;10847
10848;366667;10848
10849;366667;10849
10850;366306;10850
10851;366306;10851
10852;366306;10852
10853;366306;10853
10854;366306;10854
10855;366307;10855
10856;366307;10856
10857;366307;10857
10858;366307;10858
10859;366218;10859
10860;366317;10860
10861;366392;10861
10862;366392;10862
10863;366318;10863
10864;366391;10864
10865;366391;10865
10866;366393;10866
10867;366399;10867
10868;366399;10868
10869;366232;10869
10870;366232;10870
10871;366405;10871
10872;366577;10872
10873;366577;10873
10874;366575;10874
10875;366236;10875
10876;366235;10876
10877;366302;10877
10878;366671;10878
10879;366671;10879
10880;9470930;10880
10881;9470933;10881
10882;9470933;10882
10883;366583;10883
10884;366583;10884
10885;366581;10885
10886;366584;10886
10887;366585;10887
10888;9470938;10888
10889;414750;10889
10890;414750;10890
10891;414750;10891
10892;433176;10892
10893;9470939;10893
10894;415038;10894
10895;436020;10895
10896;436020;10896
10897;414730;10897
10898;414730;10898
10899;414731;10899
10900;414731;10900
10901;414731;10901
10902;414731;10902
10903;415035;10903
10904;415489;10904
10905;414741;10905
10906;414741;10906
10907;414733;10907
10908;414733;10908
10909;414733;10909
10910;415040;10910
10911;415040;10911
10912;415039;10912
10913;9470945;10913
10914;9470945;10914
10915;9470946;10915
10916;366314;10916
10917;366314;10917
10918;366314;10918
10919;366315;10919
10920;366315;10920
10921;366312;10921
10922;366312;10922
10923;366312;10923
10924;366316;10924
10925;366316;10925
10926;366316;10926
10927;366313;10927
10928;366313;10928
10929;9470947;10929
10930;9470947;10930
10931;9470947;10931
10932;9470947;10932
10933;366591;10933
10934;366580;10934
10935;366579;10935
10936;367361;10936
10937;367362;10937
10938;415020;10938
10939;415020;10939
10940;414732;10940
10941;415034;10941
10942;415025;10942
10943;415029;10943
10944;415029;10944
10945;415481;10945
10946;415487;10946
10947;415487;10947
10948;415477;10948
10949;415477;10949
10950;415477;10950
10951;415028;10951
10952;415028;10952
10953;415031;10953
10954;414743;10954
10955;414743;10955
10956;415478;10956
10957;433396;10957
10958;416027;10958
10959;415958;10959
10960;415958;10960
10961;416028;10961
10962;367453;10962
10963;367453;10963
10964;367379;10964
10965;367368;10965
10966;367293;10966
10967;367292;10967
10968;367360;10968
10969;367289;10969
10970;415026;10970
10971;415026;10971
10972;415026;10972
10973;415019;10973
10974;9470954;10974
10975;9470954;10975
10976;9470955;10976
10977;9470955;10977
10978;414749;10978
10979;414742;10979
10980;414742;10980
10981;414748;10981
10982;414748;10982
10983;415024;10983
10984;434421;10984
10985;414744;10985
10986;415877;10986
10987;415951;10987
10988;415951;10988
10989;415951;10989
10990;415960;10990
10991;415957;10991
10992;415967;10992
10993;415952;10993
10994;416026;10994
10995;367382;10995
10996;367455;10996
10997;9470965;10997
10998;9470965;10998
10999;415721;10999
11000;9470967;11000
11001;415720;11001
11002;414738;11002
11003;414738;11003
11004;415030;11004
11005;414752;11005
11006;414752;11006
11007;415033;11007
11008;415033;11008
11009;415033;11009
11010;419371;11010
11011;9470984;11011
11012;9470984;11012
11013;419373;11013
11014;9470985;11014
11015;419374;11015
11016;9470986;11016
11017;9470986;11017
11018;9470987;11018
11019;9470987;11019
11020;419375;11020
11021;9470988;11021
11022;9470989;11022
11023;9470989;11023
11024;9470990;11024
11025;9471061;11025
11026;9471061;11026
11027;9471061;11027
11028;9471061;11028
11029;9471061;11029
11030;9471069;11030
11031;9471069;11031
11032;9471069;11032
11033;9471069;11033
11034;431121;11034
11035;430856;11035
11036;430853;11036
11037;430853;11037
11038;430853;11038
11039;430853;11039
11040;430853;11040
11041;9471070;11041
11042;9471070;11042
11043;9471070;11043
11044;9471070;11044
11045;9471070;11045
11046;9471070;11046
11047;9471070;11047
11048;9471070;11048
11049;9471070;11049
11050;9471070;11050
11051;9471070;11051
11052;430854;11052
11053;430854;11053
11054;431122;11054
11055;399749;11055
11056;9471090;11056
11057;399744;11057
11058;399683;11058
11059;399684;11059
11060;9471091;11060
11061;9471091;11061
11062;9471092;11062
11063;399755;11063
11064;399755;11064
11065;399754;11065
11066;399756;11066
11067;399757;11067
11068;399752;11068
11069;399752;11069
11070;399751;11070
11071;399760;11071
11072;399748;11072
11073;399682;11073
11074;399753;11074
11075;399676;11075
11076;377075;11076
11077;377075;11077
11078;377076;11078
11079;377068;11079
11080;377071;11080
11081;377071;11081
11082;377071;11082
11083;377070;11083
11084;377070;11084
11085;377069;11085
11086;377069;11086
11087;377335;11087
11088;377334;11088
11089;377333;11089
11090;377331;11090
11091;377332;11091
11092;377332;11092
11093;377073;11093
11094;377073;11094
11095;377073;11095
11096;377073;11096
11097;377073;11097
11098;377073;11098
11099;417366;11099
11100;379157;11100
11101;377159;11101
11102;377160;11102
11103;376901;11103
11104;377139;11104
11105;377137;11105
11106;377138;11106
11107;9471171;11107
11108;379144;11108
11109;379144;11109
11110;9471172;11110
11111;9471172;11111
11112;381808;11112
11113;381808;11113
11114;381708;11114
11115;381708;11115
11116;381801;11116
11117;381802;11117
11118;381986;11118
11119;381986;11119
11120;369098;11120
11121;369283;11121
11122;369283;11122
11123;369193;11123
11124;369193;11124
11125;369383;11125
11126;369384;11126
11127;369384;11127
11128;369384;11128
11129;369282;11129
11130;369274;11130
11131;369466;11131
11132;369466;11132
11133;369195;11133
11134;369195;11134
11135;369194;11135
11136;369280;11136
11137;369280;11137
11138;369173;11138
11139;369294;11139
11140;369368;11140
11141;369187;11141
11142;369277;11142
11143;381806;11143
11144;381806;11144
11145;381805;11145
11146;381890;11146
11147;381890;11147
11148;381888;11148
11149;381810;11149
11150;381895;11150
11151;381792;11151
11152;381723;11152
11153;381711;11153
11154;381718;11154
11155;381718;11155
11156;381724;11156
11157;381720;11157
11158;381715;11158
11159;381717;11159
11160;381713;11160
11161;381725;11161
11162;381727;11162
11163;381719;11163
11164;9471196;11164
11165;9471196;11165
11166;369272;11166
11167;369272;11167
11168;369273;11168
11169;369292;11169
11170;369292;11170
11171;369293;11171
11172;369293;11172
11173;369293;11173
11174;369372;11174
11175;369372;11175
11176;369388;11176
11177;369387;11177
11178;369387;11178
11179;369182;11179
11180;369182;11180
11181;369392;11181
11182;369392;11182
11183;369367;11183
11184;369367;11184
11185;369378;11185
11186;369175;11186
11187;369100;11187
11188;369099;11188
11189;369186;11189
11190;369186;11190
11191;369190;11191
11192;369190;11192
11193;369191;11193
11194;369181;11194
11195;369180;11195
11196;369285;11196
11197;369285;11197
11198;369284;11198
11199;369284;11199
11200;369179;11200
11201;369178;11201
11202;369380;11202
11203;369382;11203
11204;369382;11204
11205;369379;11205
11206;369381;11206
11207;369381;11207
11208;369391;11208
11209;369389;11209
11210;369389;11210
11211;369196;11211
11212;369174;11212
11213;369174;11213
11214;369390;11214
11215;369390;11215
11216;369184;11216
11217;369184;11217
11218;369183;11218
11219;369192;11219
11220;369192;11220
11221;369192;11221
11222;369374;11222
11223;369373;11223
11224;369289;11224
11225;369288;11225
11226;369287;11226
11227;369287;11227
11228;369371;11228
11229;369385;11229
11230;369177;11230
11231;369189;11231
11232;417433;11232
11233;376894;11233
11234;376898;11234
11235;376899;11235
11236;377428;11236
11237;377428;11237
11238;377429;11238
11239;377429;11239
11240;379141;11240
11241;376880;11241
11242;376883;11242
11243;376883;11243
11244;9471229;11244
11245;9471230;11245
11246;376902;11246
11247;377162;11247
11248;9471231;11248
11249;9471232;11249
11250;379142;11250
11251;379156;11251
11252;377356;11252
11253;9471233;11253
11254;9471234;11254
11255;377347;11255
11256;379158;11256
11257;417447;11257
11258;417446;11258
11259;376882;11259
11260;376881;11260
11261;379233;11261
11262;379232;11262
11263;376879;11263
11264;417439;11264
11265;377146;11265
11266;377147;11266
11267;369188;11267
11268;369275;11268
11269;369275;11269
11270;369275;11270
11271;369376;11271
11272;369376;11272
11273;369295;11273
11274;369296;11274
11275;369296;11275
11276;369296;11276
11277;369370;11277
11278;369171;11278
11279;369171;11279
11280;369286;11280
11281;369286;11281
11282;369375;11282
11283;369375;11283
11284;377148;11284
11285;377148;11285
11286;377425;11286
11287;377425;11287
11288;377348;11288
11289;377348;11289
11290;377349;11290
11291;377349;11291
11292;379237;11292
11293;379238;11293
11294;379239;11294
11295;379234;11295
11296;379235;11296
11297;377140;11297
11298;379146;11298
11299;417434;11299
11300;417434;11300
11301;377163;11301
11302;376900;11302
11303;9471238;11303
11304;377350;11304
11305;376895;11305
11306;417441;11306
11307;377355;11307
11308;9471241;11308
11309;417442;11309
11310;417442;11310
11311;379229;11311
11312;376887;11312
11313;376886;11313
11314;417369;11314
11315;417369;11315
11316;417369;11316
11317;417368;11317
11318;377151;11318
11319;417432;11319
11320;379145;11320
11321;379143;11321
11322;376893;11322
11323;376893;11323
11324;376893;11324
11325;376890;11325
11326;376890;11326
11327;376890;11327
11328;376892;11328
11329;376892;11329
11330;376892;11330
11331;376891;11331
11332;377345;11332
11333;377345;11333
11334;377343;11334
11335;377343;11335
11336;377346;11336
11337;377346;11337
11338;379240;11338
11339;379240;11339
11340;379242;11340
11341;379241;11341
11342;377341;11342
11343;377340;11343
11344;379243;11344
11345;379243;11345
11346;379151;11346
11347;377427;11347
11348;417435;11348
11349;377152;11349
11350;376889;11350
11351;376885;11351
11352;376885;11352
11353;376896;11353
11354;377142;11354
11355;432121;11355
11356;432285;11356
11357;432749;11357
11358;432749;11358
11359;432749;11359
11360;432751;11360
11361;432750;11361
11362;432750;11362
11363;432850;11363
11364;432850;11364
11365;432120;11365
11366;432120;11366
11367;432861;11367
11368;432275;11368
11369;432186;11369
11370;432187;11370
11371;433041;11371
11372;432283;11372
11373;432283;11373
11374;432384;11374
11375;432863;11375
11376;432201;11376
11377;432849;11377
11378;432849;11378
11379;432668;11379
11380;391771;11380
11381;432282;11381
11382;373774;11382
11383;373774;11383
11384;373704;11384
11385;373704;11385
11386;373691;11386
11387;373696;11387
11388;373696;11388
11389;373695;11389
11390;373693;11390
11391;373693;11391
11392;373689;11392
11393;432953;11393
11394;432953;11394
11395;432954;11395
11396;9471334;11396
11397;432959;11397
11398;432959;11398
11399;433034;11399
11400;432938;11400
11401;432868;11401
11402;432939;11402
11403;432188;11403
11404;9471335;11404
11405;432118;11405
11406;432118;11406
11407;432113;11407
11408;432759;11408
11409;432941;11409
11410;432940;11410
11411;432940;11411
11412;432034;11412
11413;432035;11413
11414;432382;11414
11415;9471336;11415
11416;9471336;11416
11417;9471337;11417
11418;432862;11418
11419;373779;11419
11420;373779;11420
11421;373779;11421
11422;373779;11422
11423;373781;11423
11424;373781;11424
11425;373782;11425
11426;373778;11426
11427;373777;11427
11428;373776;11428
11429;373700;11429
11430;373700;11430
11431;373700;11431
11432;9471339;11432
11433;9471340;11433
11434;9471341;11434
11435;9471342;11435
11436;9471346;11436
11437;9471346;11437
11438;9471356;11438
11439;9471357;11439
11440;9471358;11440
11441;9471359;11441
11442;432276;11442
11443;9471360;11443
11444;432033;11444
11445;432033;11445
11446;432123;11446
11447;432865;11447
11448;432864;11448
11449;432864;11449
11450;432942;11450
11451;432942;11451
11452;432299;11452
11453;432298;11453
11454;432298;11454
11455;9471361;11455
11456;9471361;11456
11457;9471362;11457
11458;9471362;11458
11459;432952;11459
11460;432200;11460
11461;432115;11461
11462;432115;11462
11463;432274;11463
11464;373701;11464
11465;373701;11465
11466;381235;11466
11467;382061;11467
11468;382061;11468
11469;381538;11469
11470;381538;11470
11471;380845;11471
11472;380845;11472
11473;382060;11473
11474;382066;11474
11475;382069;11475
11476;381623;11476
11477;381623;11477
11478;380861;11478
11479;381622;11479
11480;380942;11480
11481;381233;11481
11482;381621;11482
11483;381618;11483
11484;382064;11484
11485;381544;11485
11486;381543;11486
11487;382052;11487
11488;382052;11488
11489;382050;11489
11490;381627;11490
11491;381626;11491
11492;381629;11492
11493;382051;11493
11494;381628;11494
11495;382065;11495
11496;381615;11496
11497;381615;11497
11498;380941;11498
11499;380852;11499
11500;380851;11500
11501;380846;11501
11502;381620;11502
11503;402659;11503
11504;364738;11504
11505;364725;11505
11506;381227;11506
11507;381227;11507
11508;381238;11508
11509;380853;11509
11510;380853;11510
11511;380854;11511
11512;380854;11512
11513;9471424;11513
11514;9471424;11514
11515;366040;11515
11516;364718;11516
11517;380855;11517
11518;381614;11518
11519;381613;11519
11520;381619;11520
11521;419779;11521
11522;381470;11522
11523;381473;11523
11524;381472;11524
11525;381471;11525
11526;380747;11526
11527;380748;11527
11528;380748;11528
11529;380751;11529
11530;380751;11530
11531;381549;11531
11532;381549;11532
11533;381224;11533
11534;9471444;11534
11535;9471444;11535
11536;432280;11536
11537;432280;11537
11538;432280;11538
11539;432680;11539
11540;432288;11540
11541;432288;11541
11542;432193;11542
11543;432949;11543
11544;432949;11544
11545;432042;11545
11546;432762;11546
11547;432038;11547
11548;432866;11548
11549;382053;11549
11550;381541;11550
11551;381542;11551
11552;381221;11552
11553;382072;11553
11554;380844;11554
11555;380767;11555
11556;380767;11556
11557;380767;11557
11558;380842;11558
11559;380768;11559
11560;380768;11560
11561;380843;11561
11562;380840;11562
11563;380840;11563
11564;380840;11564
11565;380839;11565
11566;380769;11566
11567;380769;11567
11568;380765;11568
11569;380765;11569
11570;432859;11570
11571;432859;11571
11572;432859;11572
11573;432858;11573
11574;432854;11574
11575;432857;11575
11576;432857;11576
11577;432857;11577
11578;9471458;11578
11579;9471458;11579
11580;432672;11580
11581;432754;11581
11582;432764;11582
11583;432757;11583
11584;432757;11584
11585;432189;11585
11586;432189;11586
11587;432189;11587
11588;432191;11588
11589;432191;11589
11590;432190;11590
11591;432196;11591
11592;432196;11592
11593;380841;11593
11594;380841;11594
11595;380766;11595
11596;380862;11596
11597;380850;11597
11598;380848;11598
11599;380848;11599
11600;380849;11600
11601;380849;11601
11602;381219;11602
11603;381219;11603
11604;381219;11604
11605;381230;11605
11606;381550;11606
11607;381153;11607
11608;381616;11608
11609;381232;11609
11610;381232;11610
11611;382063;11611
11612;380944;11612
11613;381536;11613
11614;381625;11614
11615;381625;11615
11616;382073;11616
11617;432674;11617
11618;432674;11618
11619;433036;11619
11620;432669;11620
11621;433038;11621
11622;433037;11622
11623;433037;11623
11624;433040;11624
11625;432295;11625
11626;432108;11626
11627;432108;11627
11628;433044;11628
11629;433044;11629
11630;433043;11630
11631;433043;11631
11632;432032;11632
11633;432032;11633
11634;432031;11634
11635;433045;11635
11636;433045;11636
11637;432277;11637
11638;432277;11638
11639;432278;11639
11640;432293;11640
11641;432197;11641
11642;432109;11642
11643;432109;11643
11644;9471463;11644
11645;9471463;11645
11646;9471464;11646
11647;9471465;11647
11648;9471465;11648
11649;381539;11649
11650;381540;11650
11651;380759;11651
11652;380752;11652
11653;380752;11653
11654;380756;11654
11655;380758;11655
11656;380754;11656
11657;380755;11657
11658;380757;11658
11659;380753;11659
11660;380753;11660
11661;380760;11661
11662;381309;11662
11663;381617;11663
11664;381545;11664
11665;381545;11665
11666;381712;11666
11667;381722;11667
11668;381714;11668
11669;381794;11669
11670;381794;11670
11671;381721;11671
11672;381726;11672
11673;381793;11673
11674;381710;11674
11675;381710;11675
11676;381716;11676
11677;381716;11677
11678;381795;11678
11679;381796;11679
11680;381891;11680
11681;381891;11681
11682;381903;11682
11683;381903;11683
11684;381901;11684
11685;381901;11685
11686;381901;11686
11687;381902;11687
11688;381902;11688
11689;381902;11689
11690;381897;11690
11691;381897;11691
11692;381897;11692
11693;381898;11693
11694;381898;11694
11695;432110;11695
11696;432112;11696
11697;432112;11697
11698;432675;11698
11699;432036;11699
11700;432036;11700
11701;432753;11701
11702;432040;11702
11703;9471466;11703
11704;9471466;11704
11705;432946;11705
11706;432946;11706
11707;9471468;11707
11708;9471468;11708
11709;432667;11709
11710;432948;11710
11711;432127;11711
11712;432867;11712
11713;432867;11713
11714;432671;11714
11715;432671;11715
11716;381220;11716
11717;382071;11717
11718;381231;11718
11719;381899;11719
11720;381899;11720
11721;381899;11721
11722;381799;11722
11723;381799;11723
11724;381800;11724
11725;381989;11725
11726;381990;11726
11727;381991;11727
11728;381991;11728
11729;381991;11729
11730;381988;11730
11731;381988;11731
11732;381988;11732
11733;381987;11733
11734;382049;11734
11735;382049;11735
11736;381978;11736
11737;381977;11737
11738;381979;11738
11739;381982;11739
11740;381982;11740
11741;432673;11741
11742;432851;11742
11743;433035;11743
11744;433035;11744
11745;432291;11745
11746;432291;11746
11747;432676;11747
11748;432676;11748
11749;432676;11749
11750;432765;11750
11751;432111;11751
11752;432956;11752
11753;432666;11753
11754;432951;11754
11755;432951;11755
11756;432951;11756
11757;432279;11757
11758;432279;11758
11759;432279;11759
11760;432955;11760
11761;432955;11761
11762;432041;11762
11763;432383;11763
11764;381809;11764
11765;381809;11765
11766;381892;11766
11767;381892;11767
11768;381886;11768
11769;381886;11769
11770;381886;11770
11771;381813;11771
11772;381813;11772
11773;381896;11773
11774;381811;11774
11775;381976;11775
11776;381980;11776
11777;432957;11777
11778;432194;11778
11779;432665;11779
11780;432665;11780
11781;432664;11781
11782;432292;11782
11783;432125;11783
11784;432125;11784
11785;432126;11785
11786;9471490;11786
11787;9471490;11787
11788;9471491;11788
11789;9471491;11789
11790;9471491;11790
11791;9471492;11791
11792;9471492;11792
11793;432385;11793
11794;379006;11794
11795;379006;11795
11796;370803;11796
11797;370803;11797
11798;370799;11798
11799;370799;11799
11800;9471493;11800
11801;9471493;11801
11802;9471493;11802
11803;9471494;11803
11804;9471494;11804
11805;370801;11805
11806;370809;11806
11807;370809;11807
11808;370809;11808
11809;370808;11809
11810;370808;11810
11811;370804;11811
11812;9471495;11812
11813;410225;11813
11814;410225;11814
11815;410033;11815
11816;410033;11816
11817;409335;11817
11818;409335;11818
11819;9471499;11819
11820;370347;11820
11821;369075;11821
11822;369075;11822
11823;370345;11823
11824;9471503;11824
11825;9471504;11825
11826;369150;11826
11827;9471511;11827
11828;9471511;11828
11829;369066;11829
11830;421162;11830
11831;421162;11831
11832;421228;11832
11833;421228;11833
11834;421233;11834
11835;421241;11835
11836;421241;11836
11837;421160;11837
11838;9471527;11838
11839;383301;11839
11840;383300;11840
11841;419627;11841
11842;9471528;11842
11843;9471528;11843
11844;9471529;11844
11845;9471529;11845
11846;421245;11846
11847;421238;11847
11848;421238;11848
11849;9471530;11849
11850;9471531;11850
11851;419617;11851
11852;419617;11852
11853;421161;11853
11854;419634;11854
11855;419634;11855
11856;383299;11856
11857;420059;11857
11858;420059;11858
11859;420059;11859
11860;420062;11860
11861;420063;11861
11862;420061;11862
11863;420060;11863
11864;383298;11864
11865;420001;11865
11866;420001;11866
11867;420001;11867
11868;420001;11868
11869;419990;11869
11870;419630;11870
11871;419630;11871
11872;419630;11872
11873;419036;11873
11874;419038;11874
11875;419037;11875
11876;9471540;11876
11877;9471540;11877
11878;9471540;11878
11879;421156;11879
11880;421155;11880
11881;421239;11881
11882;421239;11882
11883;421240;11883
11884;421240;11884
11885;419997;11885
11886;419997;11886
11887;419034;11887
11888;419034;11888
11889;419621;11889
11890;419621;11890
11891;419632;11891
11892;419632;11892
11893;419636;11893
11894;419998;11894
11895;419998;11895
11896;420000;11896
11897;420000;11897
11898;419999;11898
11899;419033;11899
11900;419033;11900
11901;419032;11901
11902;419032;11902
11903;419032;11903
11904;421249;11904
11905;421250;11905
11906;421250;11906
11907;419982;11907
11908;419982;11908
11909;421247;11909
11910;421232;11910
11911;419989;11911
11912;419989;11912
11913;419633;11913
11914;419620;11914
11915;419620;11915
11916;421158;11916
11917;421157;11917
11918;419996;11918
11919;419994;11919
11920;419992;11920
11921;419995;11921
11922;419988;11922
11923;419983;11923
11924;419983;11924
11925;419984;11925
11926;9471583;11926
11927;9471583;11927
11928;9471583;11928
11929;9471583;11929
11930;9471583;11930
11931;9471583;11931
11932;409324;11932
11933;410034;11933
11934;409607;11934
11935;409936;11935
11936;409593;11936
11937;410050;11937
11938;410031;11938
11939;410232;11939
11940;410232;11940
11941;410221;11941
11942;410221;11942
11943;410035;11943
11944;9471595;11944
11945;9471595;11945
11946;410321;11946
11947;410319;11947
11948;410320;11948
11949;410322;11949
11950;410322;11950
11951;409328;11951
11952;9471600;11952
11953;9471600;11953
11954;409954;11954
11955;409954;11955
11956;409953;11956
11957;410051;11957
11958;410049;11958
11959;410134;11959
11960;409591;11960
11961;409331;11961
11962;9471603;11962
11963;410312;11963
11964;410312;11964
11965;410311;11965
11966;410311;11966
11967;409322;11967
11968;9471605;11968
11969;9471606;11969
11970;9471607;11970
11971;9471607;11971
11972;9471608;11972
11973;9471608;11973
11974;410224;11974
11975;410224;11975
11976;410043;11976
11977;410043;11977
11978;410223;11978
11979;410223;11979
11980;410222;11980
11981;410222;11981
11982;410240;11982
11983;410241;11983
11984;409594;11984
11985;409604;11985
11986;409957;11986
11987;409957;11987
11988;410323;11988
11989;410131;11989
11990;410131;11990
11991;410227;11991
11992;410129;11992
11993;410129;11993
11994;410138;11994
11995;381547;11995
11996;381548;11996
11997;409600;11997
11998;9471625;11998
11999;410039;11999
12000;409601;12000
12001;409947;12001
12002;409947;12002
12003;9471626;12003
12004;9471627;12004
12005;410230;12005
12006;410231;12006
12007;410231;12007
12008;410231;12008
12009;410231;12009
12010;410231;12010
12011;410231;12011
12012;410231;12012
12013;410231;12013
12014;9471628;12014
12015;380946;12015
12016;381151;12016
12017;380943;12017
12018;381239;12018
12019;381152;12019
12020;380859;12020
12021;380859;12021
12022;380859;12022
12023;381307;12023
12024;381307;12024
12025;381308;12025
12026;380856;12026
12027;380847;12027
12028;381222;12028
12029;381234;12029
12030;381234;12030
12031;381237;12031
12032;381237;12032
12033;381236;12033
12034;381236;12034
12035;9471630;12035
12036;410052;12036
12037;9471642;12037
12038;9471642;12038
12039;9471642;12039
12040;410143;12040
12041;410143;12041
12042;410146;12042
12043;409942;12043
12044;410130;12044
12045;410130;12045
12046;409603;12046
12047;410317;12047
12048;410046;12048
12049;409940;12049
12050;409939;12050
12051;410150;12051
12052;9471648;12052
12053;9471651;12053
12054;9471651;12054
12055;370435;12055
12056;370435;12056
12057;401890;12057
12058;401889;12058
12059;401888;12059
12060;401883;12060
12061;401802;12061
12062;401894;12062
12063;401893;12063
12064;401892;12064
12065;400490;12065
12066;400490;12066
12067;401880;12067
12068;401880;12068
12069;401878;12069
12070;401804;12070
12071;401803;12071
12072;401879;12072
12073;401879;12073
12074;401896;12074
12075;401887;12075
12076;401886;12076
12077;401886;12077
12078;401882;12078
12079;401882;12079
12080;401895;12080
12081;401898;12081
12082;401899;12082
12083;401899;12083
12084;401897;12084
12085;402309;12085
12086;402309;12086
12087;414542;12087
12088;414542;12088
12089;398945;12089
12090;398946;12090
12091;398946;12091
12092;398944;12092
12093;398935;12093
12094;398844;12094
12095;398937;12095
12096;398940;12096
12097;397679;12097
12098;397679;12098
12099;397679;12099
12100;397679;12100
12101;397679;12101
12102;398852;12102
12103;398931;12103
12104;398855;12104
12105;398855;12105
12106;398851;12106
12107;398853;12107
12108;398845;12108
12109;398845;12109
12110;398942;12110
12111;398941;12111
12112;397764;12112
12113;397765;12113
12114;397766;12114
12115;397761;12115
12116;397761;12116
12117;398848;12117
12118;398848;12118
12119;398936;12119
12120;398936;12120
12121;397683;12121
12122;397683;12122
12123;398743;12123
12124;398743;12124
12125;397767;12125
12126;397767;12126
12127;397767;12127
12128;398840;12128
12129;9471793;12129
12130;9471793;12130
12131;9471793;12131
12132;9471793;12132
12133;397768;12133
12134;397773;12134
12135;398842;12135
12136;398842;12136
12137;9471797;12137
12138;371451;12138
12139;371451;12139
12140;411249;12140
12141;411249;12141
12142;371471;12142
12143;411252;12143
12144;371467;12144
12145;371467;12145
12146;9471798;12146
12147;371469;12147
12148;371381;12148
12149;371381;12149
12150;371380;12150
12151;371380;12151
12152;371366;12152
12153;371366;12153
12154;371461;12154
12155;371461;12155
12156;398752;12156
12157;398752;12157
12158;9471803;12158
12159;397938;12159
12160;397938;12160
12161;398839;12161
12162;398839;12162
12163;397779;12163
12164;398742;12164
12165;398744;12165
12166;398744;12166
12167;397856;12167
12168;397856;12168
12169;371382;12169
12170;411255;12170
12171;411255;12171
12172;411253;12172
12173;411253;12173
12174;371376;12174
12175;371544;12175
12176;371453;12176
12177;371453;12177
12178;371454;12178
12179;371454;12179
12180;371379;12180
12181;371379;12181
12182;411248;12182
12183;371474;12183
12184;371370;12184
12185;371370;12185
12186;371370;12186
12187;9471806;12187
12188;371463;12188
12189;371459;12189
12190;371302;12190
12191;371302;12191
12192;371458;12192
12193;371367;12193
12194;371367;12194
12195;371299;12195
12196;371374;12196
12197;397932;12197
12198;397853;12198
12199;397853;12199
12200;397853;12200
12201;397852;12201
12202;397852;12202
12203;397852;12203
12204;397851;12204
12205;397934;12205
12206;397935;12206
12207;397935;12207
12208;9471813;12208
12209;9471814;12209
12210;411246;12210
12211;9471815;12211
12212;9471816;12212
12213;9471817;12213
12214;9471818;12214
12215;9471819;12215
12216;9471820;12216
12217;371456;12217
12218;371456;12218
12219;371455;12219
12220;371378;12220
12221;9471821;12221
12222;371462;12222
12223;371470;12223
12224;371375;12224
12225;371375;12225
12226;371452;12226
12227;410898;12227
12228;410899;12228
12229;410899;12229
12230;410899;12230
12231;410896;12231
12232;410910;12232
12233;398756;12233
12234;398755;12234
12235;398759;12235
12236;398759;12236
12237;398757;12237
12238;398757;12238
12239;398757;12239
12240;398758;12240
12241;398758;12241
12242;398758;12242
12243;371457;12243
12244;371297;12244
12245;371297;12245
12246;371450;12246
12247;371384;12247
12248;371369;12248
12249;371369;12249
12250;371368;12250
12251;371466;12251
12252;9471830;12252
12253;9471830;12253
12254;9471830;12254
12255;9471830;12255
12256;371295;12256
12257;371301;12257
12258;371306;12258
12259;371306;12259
12260;371304;12260
12261;371305;12261
12262;410909;12262
12263;410909;12263
12264;410909;12264
12265;410904;12265
12266;410904;12266
12267;9471831;12267
12268;9471831;12268
12269;9471831;12269
12270;9471831;12270
12271;9471831;12271
12272;410902;12272
12273;9471832;12273
12274;9471832;12274
12275;9471832;12275
12276;410906;12276
12277;410906;12277
12278;410907;12278
